# { Experiment : TSP; Iterations : 20000; Runtime (ms) : 7359; }
# { HyperParameters : { Elites: 25.00%; Mutants: 15.00%; Elite Bias: 75.00% } }
# { Population : PopulationCount 96; InitialFitness : 108447.00; FinalFitness : 22878.00 }
# { DecodedChromosome : [ <5>, <34>, <41>, <3>, <22>, <16>, <1>, <9>, <8>, <38>, <31>, <44>, <18>, <7>, <28>, <6>, <37>, <19>, <17>, <27>, <43>, <30>, <36>, <46>, <33>, <15>, <40>, <12>, <20>, <11>, <23>, <47>, <21>, <32>, <24>, <10>, <45>, <35>, <4>, <26>, <42>, <2>, <29>, <14>, <13>, <25>, <39>, <48> ] }
Iteration, Fitness, Time
3321, 27730.00, 0
3322, 27730.00, 0
3323, 27730.00, 0
3324, 27730.00, 0
3325, 27730.00, 0
3326, 27730.00, 0
3327, 27730.00, 0
3328, 27730.00, 0
3329, 27730.00, 0
3330, 27730.00, 0
3331, 27730.00, 1
3332, 27730.00, 0
3333, 27730.00, 0
3334, 27730.00, 0
3335, 27730.00, 0
3336, 27730.00, 0
3337, 27730.00, 0
3338, 27730.00, 0
3339, 27730.00, 0
3340, 27730.00, 0
3341, 27730.00, 0
3342, 27730.00, 0
3343, 27730.00, 0
3344, 27730.00, 0
3345, 27730.00, 0
3346, 27730.00, 0
3347, 27730.00, 0
3348, 27730.00, 0
3349, 27730.00, 0
3350, 27730.00, 1
3351, 27730.00, 0
3352, 27730.00, 0
3353, 27730.00, 0
3354, 27730.00, 0
3355, 27730.00, 0
3356, 27730.00, 0
3357, 27730.00, 0
3358, 27730.00, 0
3359, 27730.00, 0
3360, 27730.00, 0
3361, 27730.00, 0
3362, 27730.00, 0
3363, 27730.00, 0
3364, 27730.00, 0
3365, 27730.00, 0
3366, 27730.00, 0
3367, 27730.00, 0
3368, 27730.00, 0
3369, 27730.00, 0
3370, 27730.00, 0
3371, 27730.00, 0
3372, 27730.00, 0
3373, 27730.00, 0
3374, 27730.00, 0
3375, 27730.00, 0
3376, 27730.00, 0
3377, 27730.00, 0
3378, 27730.00, 0
3379, 27730.00, 0
3380, 27730.00, 0
3381, 27730.00, 0
3382, 27730.00, 0
3383, 27730.00, 0
3384, 27730.00, 0
3385, 27730.00, 0
3386, 27730.00, 0
3387, 27730.00, 0
3388, 27730.00, 0
3389, 27730.00, 0
3390, 27730.00, 0
3391, 27730.00, 0
3392, 27730.00, 0
3393, 27730.00, 0
3394, 27730.00, 0
3395, 27730.00, 0
3396, 27730.00, 0
3397, 27730.00, 0
3398, 27730.00, 0
3399, 27730.00, 0
3400, 27730.00, 0
3401, 27730.00, 0
3402, 27730.00, 0
3403, 27670.00, 0
3404, 27670.00, 0
3405, 27670.00, 0
3406, 27670.00, 0
3407, 27670.00, 1
3408, 27670.00, 0
3409, 27670.00, 0
3410, 27670.00, 0
3411, 27670.00, 0
3412, 27670.00, 0
3413, 27670.00, 0
3414, 27670.00, 1
3415, 27670.00, 0
3416, 27670.00, 0
3417, 27670.00, 0
3418, 27670.00, 0
3419, 27670.00, 0
3420, 27670.00, 0
3421, 27670.00, 0
3422, 27670.00, 0
3423, 27670.00, 0
3424, 27670.00, 0
3425, 27670.00, 0
3426, 27670.00, 1
3427, 27670.00, 0
3428, 27670.00, 0
3429, 27670.00, 0
3430, 27670.00, 0
3431, 27670.00, 0
3432, 27670.00, 0
3433, 27670.00, 0
3434, 27670.00, 0
3435, 27670.00, 0
3436, 27670.00, 0
3437, 27670.00, 0
3438, 27670.00, 0
3439, 27670.00, 0
3440, 27670.00, 0
3441, 27670.00, 0
3442, 27670.00, 0
3443, 27670.00, 0
3444, 27670.00, 0
3445, 27670.00, 0
3446, 27670.00, 0
3447, 27670.00, 0
3448, 27670.00, 0
3449, 27670.00, 0
3450, 27670.00, 0
3451, 27670.00, 0
3452, 27670.00, 0
3453, 27670.00, 0
3454, 27670.00, 0
3455, 27670.00, 0
3456, 27670.00, 0
3457, 27670.00, 0
3458, 27670.00, 0
3459, 27670.00, 0
3460, 27670.00, 0
3461, 27670.00, 0
3462, 27670.00, 0
3463, 27670.00, 0
3464, 27670.00, 0
3465, 27670.00, 0
3466, 27670.00, 0
3467, 27670.00, 0
3468, 27670.00, 0
3469, 27670.00, 0
3470, 27670.00, 0
3471, 27670.00, 0
3472, 27670.00, 0
3473, 27670.00, 0
3474, 27670.00, 0
3475, 27670.00, 0
3476, 27670.00, 0
3477, 27670.00, 0
3478, 27670.00, 0
3479, 27670.00, 0
3480, 27670.00, 0
3481, 27670.00, 0
3482, 27670.00, 0
3483, 27670.00, 0
3484, 27670.00, 0
3485, 27670.00, 0
3486, 27670.00, 0
3487, 27670.00, 0
3488, 27670.00, 0
3489, 27670.00, 0
3490, 27670.00, 0
3491, 27670.00, 1
3492, 27670.00, 0
3493, 27670.00, 0
3494, 27670.00, 0
3495, 27670.00, 0
3496, 27670.00, 0
3497, 27670.00, 0
3498, 27670.00, 0
3499, 27670.00, 0
3500, 27670.00, 0
3501, 27670.00, 0
3502, 27670.00, 0
3503, 27670.00, 0
3504, 27670.00, 0
3505, 27670.00, 0
3506, 27670.00, 0
3507, 27670.00, 0
3508, 27670.00, 0
3509, 27670.00, 1
3510, 27670.00, 0
3511, 27670.00, 0
3512, 27670.00, 0
3513, 27670.00, 0
3514, 27670.00, 0
3515, 27670.00, 0
3516, 27670.00, 0
3517, 27670.00, 0
3518, 27670.00, 0
3519, 27670.00, 0
3520, 27670.00, 0
3521, 27670.00, 0
3522, 27670.00, 0
3523, 27670.00, 0
3524, 27670.00, 0
3525, 27670.00, 0
3526, 27670.00, 0
3527, 27670.00, 0
3528, 27670.00, 0
3529, 27670.00, 0
3530, 27670.00, 0
3531, 27670.00, 0
3532, 27670.00, 0
3533, 27670.00, 0
3534, 27670.00, 0
3535, 27670.00, 0
3536, 27670.00, 0
3537, 27670.00, 0
3538, 27670.00, 0
3539, 27670.00, 0
3540, 27670.00, 0
3541, 27670.00, 0
3542, 27670.00, 0
3543, 27670.00, 0
3544, 27670.00, 0
3545, 27670.00, 0
3546, 27670.00, 0
3547, 27670.00, 1
3548, 27670.00, 0
3549, 27670.00, 0
3550, 27670.00, 0
3551, 27670.00, 0
3552, 27670.00, 0
3553, 27670.00, 0
3554, 27670.00, 0
3555, 27670.00, 0
3556, 27670.00, 0
3557, 27670.00, 1
3558, 27670.00, 0
3559, 27670.00, 0
3560, 27670.00, 0
3561, 27670.00, 0
3562, 27670.00, 0
3563, 27670.00, 0
3564, 27670.00, 0
3565, 27670.00, 0
3566, 27670.00, 0
3567, 27670.00, 0
3568, 27670.00, 0
3569, 27670.00, 1
3570, 27670.00, 0
3571, 27670.00, 0
3572, 27670.00, 0
3573, 27670.00, 0
3574, 27670.00, 0
3575, 27670.00, 0
3576, 27670.00, 1
3577, 27670.00, 0
3578, 27670.00, 0
3579, 27670.00, 0
3580, 27670.00, 0
3581, 27670.00, 0
3582, 27670.00, 0
3583, 27670.00, 0
3584, 27670.00, 0
3585, 27670.00, 0
3586, 27670.00, 0
3587, 27510.00, 0
3588, 27510.00, 1
3589, 27510.00, 0
3590, 27510.00, 0
3591, 27510.00, 0
3592, 27510.00, 0
3593, 27510.00, 0
3594, 27510.00, 0
3595, 27510.00, 0
3596, 27510.00, 0
3597, 27510.00, 0
3598, 27510.00, 0
3599, 27510.00, 0
3600, 27510.00, 0
3601, 27510.00, 0
3602, 27510.00, 0
3603, 27510.00, 0
3604, 27510.00, 0
3605, 27510.00, 0
3606, 27510.00, 0
3607, 27510.00, 1
3608, 27510.00, 0
3609, 27510.00, 0
3610, 27510.00, 0
3611, 27510.00, 0
3612, 27510.00, 0
3613, 27510.00, 0
3614, 27510.00, 0
3615, 27510.00, 0
3616, 27510.00, 0
3617, 27510.00, 0
3618, 27510.00, 0
3619, 27510.00, 0
3620, 27510.00, 0
3621, 27510.00, 0
3622, 27510.00, 0
3623, 27510.00, 0
3624, 27510.00, 0
3625, 27510.00, 0
3626, 27510.00, 0
3627, 27510.00, 0
3628, 27510.00, 0
3629, 27510.00, 0
3630, 27510.00, 0
3631, 27510.00, 0
3632, 27510.00, 0
3633, 27510.00, 1
3634, 27510.00, 0
3635, 27510.00, 0
3636, 27510.00, 0
3637, 27510.00, 0
3638, 27510.00, 0
3639, 27510.00, 0
3640, 27510.00, 0
3641, 27510.00, 0
3642, 27510.00, 0
3643, 27510.00, 0
3644, 27510.00, 1
3645, 27510.00, 0
3646, 27510.00, 0
3647, 27510.00, 0
3648, 27510.00, 0
3649, 27510.00, 0
3650, 27510.00, 0
3651, 27510.00, 0
3652, 27510.00, 0
3653, 27510.00, 0
3654, 27510.00, 0
3655, 27510.00, 0
3656, 27510.00, 0
3657, 27510.00, 0
3658, 27510.00, 0
3659, 27510.00, 0
3660, 27510.00, 0
3661, 27510.00, 0
3662, 27510.00, 0
3663, 27510.00, 0
3664, 27510.00, 0
3665, 27510.00, 0
3666, 27510.00, 0
3667, 27510.00, 1
3668, 27510.00, 0
3669, 27510.00, 0
3670, 27510.00, 0
3671, 27510.00, 0
3672, 27510.00, 0
3673, 27510.00, 0
3674, 27510.00, 0
3675, 27510.00, 0
3676, 27510.00, 0
3677, 27510.00, 0
3678, 27510.00, 0
3679, 27510.00, 0
3680, 27510.00, 0
3681, 27510.00, 0
3682, 27510.00, 1
3683, 27510.00, 0
3684, 27510.00, 0
3685, 27510.00, 0
3686, 27510.00, 0
3687, 27510.00, 0
3688, 27510.00, 0
3689, 27510.00, 0
3690, 27510.00, 0
3691, 27510.00, 0
3692, 27510.00, 0
3693, 27510.00, 0
3694, 27510.00, 0
3695, 27510.00, 0
3696, 27510.00, 0
3697, 27510.00, 0
3698, 27510.00, 0
3699, 27510.00, 0
3700, 27510.00, 0
3701, 27510.00, 0
3702, 27510.00, 0
3703, 27510.00, 0
3704, 27510.00, 0
3705, 27510.00, 0
3706, 27510.00, 0
3707, 27510.00, 0
3708, 27510.00, 0
3709, 27510.00, 0
3710, 27510.00, 0
3711, 27510.00, 0
3712, 27510.00, 0
3713, 27510.00, 0
3714, 27510.00, 0
3715, 27510.00, 0
3716, 27510.00, 0
3717, 27510.00, 0
3718, 27510.00, 0
3719, 27510.00, 0
3720, 27510.00, 0
3721, 27510.00, 0
3722, 27510.00, 0
3723, 27510.00, 0
3724, 27510.00, 0
3725, 27510.00, 0
3726, 27510.00, 0
3727, 27510.00, 0
3728, 27510.00, 0
3729, 27510.00, 0
3730, 27510.00, 0
3731, 27510.00, 0
3732, 27510.00, 1
3733, 27510.00, 0
3734, 27510.00, 0
3735, 27510.00, 0
3736, 27510.00, 0
3737, 27510.00, 0
3738, 27510.00, 0
3739, 27510.00, 0
3740, 27510.00, 0
3741, 27510.00, 0
3742, 27510.00, 0
3743, 27510.00, 0
3744, 27510.00, 0
3745, 27510.00, 0
3746, 27510.00, 0
3747, 27510.00, 0
3748, 27510.00, 0
3749, 27510.00, 0
3750, 27510.00, 0
3751, 27510.00, 1
3752, 27510.00, 0
3753, 27510.00, 0
3754, 27510.00, 0
3755, 27510.00, 0
3756, 27510.00, 0
3757, 27510.00, 0
3758, 27510.00, 0
3759, 27510.00, 0
3760, 27510.00, 0
3761, 27510.00, 0
3762, 27510.00, 0
3763, 27510.00, 0
3764, 27510.00, 0
3765, 27510.00, 0
3766, 27510.00, 0
3767, 27510.00, 0
3768, 27510.00, 0
3769, 27510.00, 0
3770, 27510.00, 0
3771, 27510.00, 0
3772, 27510.00, 0
3773, 27510.00, 0
3774, 27510.00, 0
3775, 27510.00, 0
3776, 27510.00, 0
3777, 27510.00, 0
3778, 27510.00, 0
3779, 27510.00, 0
3780, 27510.00, 0
3781, 27510.00, 0
3782, 27510.00, 0
3783, 27510.00, 0
3784, 27510.00, 0
3785, 27510.00, 0
3786, 27510.00, 0
3787, 27510.00, 0
3788, 27510.00, 0
3789, 27510.00, 0
3790, 27510.00, 0
3791, 27510.00, 0
3792, 27510.00, 0
3793, 27510.00, 0
3794, 27510.00, 0
3795, 27510.00, 0
3796, 27510.00, 0
3797, 27510.00, 0
3798, 27510.00, 0
3799, 27510.00, 0
3800, 27510.00, 0
3801, 27510.00, 0
3802, 27510.00, 0
3803, 27510.00, 0
3804, 27510.00, 0
3805, 27510.00, 0
3806, 27510.00, 0
3807, 27510.00, 0
3808, 27510.00, 0
3809, 27510.00, 0
3810, 27510.00, 0
3811, 27510.00, 0
3812, 27510.00, 0
3813, 27510.00, 0
3814, 27510.00, 0
3815, 27510.00, 1
3816, 27510.00, 0
3817, 27510.00, 0
3818, 27510.00, 0
3819, 27510.00, 0
3820, 27510.00, 0
3821, 27510.00, 0
3822, 27510.00, 0
3823, 27510.00, 0
3824, 27510.00, 0
3825, 27510.00, 0
3826, 27510.00, 0
3827, 27510.00, 1
3828, 27510.00, 0
3829, 27510.00, 0
3830, 27510.00, 0
3831, 27510.00, 0
3832, 27510.00, 0
3833, 27510.00, 0
3834, 27510.00, 0
3835, 27510.00, 0
3836, 27510.00, 0
3837, 27510.00, 0
3838, 27510.00, 0
3839, 27510.00, 0
3840, 27510.00, 0
3841, 27510.00, 0
3842, 27510.00, 0
3843, 27285.00, 0
3844, 27285.00, 0
3845, 27285.00, 0
3846, 27285.00, 1
3847, 27285.00, 0
3848, 27285.00, 0
3849, 27285.00, 0
3850, 27285.00, 0
3851, 27285.00, 0
3852, 27285.00, 0
3853, 27285.00, 0
3854, 27272.00, 0
3855, 27272.00, 0
3856, 27272.00, 0
3857, 27272.00, 0
3858, 27272.00, 0
3859, 27272.00, 0
3860, 27272.00, 0
3861, 27272.00, 0
3862, 27272.00, 0
3863, 27272.00, 0
3864, 27272.00, 0
3865, 27272.00, 0
3866, 27272.00, 0
3867, 27272.00, 0
3868, 27272.00, 0
3869, 27272.00, 0
3870, 27272.00, 0
3871, 27272.00, 0
3872, 27272.00, 1
3873, 27272.00, 0
3874, 27272.00, 0
3875, 27272.00, 0
3876, 27272.00, 0
3877, 27272.00, 0
3878, 27272.00, 0
3879, 27272.00, 0
3880, 27272.00, 0
3881, 27272.00, 0
3882, 27272.00, 0
3883, 27272.00, 0
3884, 27272.00, 0
3885, 27272.00, 0
3886, 27272.00, 0
3887, 27272.00, 0
3888, 27272.00, 0
3889, 27272.00, 0
3890, 27272.00, 0
3891, 27216.00, 0
3892, 27216.00, 0
3893, 27216.00, 0
3894, 27216.00, 0
3895, 27216.00, 0
3896, 27216.00, 0
3897, 27216.00, 0
3898, 27216.00, 0
3899, 27216.00, 0
3900, 27216.00, 0
3901, 27216.00, 0
3902, 27216.00, 0
3903, 27216.00, 0
3904, 27216.00, 0
3905, 27216.00, 0
3906, 27078.00, 0
3907, 27078.00, 0
3908, 27078.00, 0
3909, 27078.00, 0
3910, 27078.00, 0
3911, 27078.00, 0
3912, 27078.00, 0
3913, 27078.00, 0
3914, 27078.00, 0
3915, 27078.00, 0
3916, 27078.00, 0
3917, 27078.00, 0
3918, 27078.00, 0
3919, 27078.00, 0
3920, 27078.00, 0
3921, 27078.00, 0
3922, 27078.00, 1
3923, 27078.00, 0
3924, 27078.00, 0
3925, 27078.00, 0
3926, 27078.00, 0
3927, 27078.00, 0
3928, 27078.00, 0
3929, 27078.00, 0
3930, 27078.00, 0
3931, 27078.00, 0
3932, 27078.00, 0
3933, 27078.00, 0
3934, 27078.00, 0
3935, 27078.00, 0
3936, 27078.00, 0
3937, 27078.00, 0
3938, 27078.00, 0
3939, 27078.00, 0
3940, 27078.00, 0
3941, 27078.00, 1
3942, 27078.00, 0
3943, 27078.00, 0
3944, 27078.00, 0
3945, 27078.00, 0
3946, 27078.00, 0
3947, 27078.00, 0
3948, 27078.00, 0
3949, 27078.00, 0
3950, 27078.00, 0
3951, 27078.00, 0
3952, 27078.00, 0
3953, 27078.00, 0
3954, 27078.00, 0
3955, 27078.00, 0
3956, 27078.00, 0
3957, 27078.00, 0
3958, 27078.00, 0
3959, 27078.00, 0
3960, 27078.00, 0
3961, 27078.00, 0
3962, 27078.00, 0
3963, 27078.00, 0
3964, 27078.00, 0
3965, 27078.00, 0
3966, 27078.00, 0
3967, 27078.00, 0
3968, 27078.00, 0
3969, 27078.00, 0
3970, 27078.00, 0
3971, 27078.00, 0
3972, 27078.00, 0
3973, 27078.00, 0
3974, 27078.00, 0
3975, 27078.00, 0
3976, 27078.00, 0
3977, 27078.00, 0
3978, 27078.00, 0
3979, 27078.00, 1
3980, 27078.00, 0
3981, 27078.00, 0
3982, 27078.00, 0
3983, 27078.00, 0
3984, 27078.00, 0
3985, 27078.00, 0
3986, 27078.00, 0
3987, 27078.00, 1
3988, 27078.00, 0
3989, 27078.00, 0
3990, 27078.00, 0
3991, 27078.00, 0
3992, 27078.00, 0
3993, 27078.00, 0
3994, 27078.00, 0
3995, 27078.00, 0
3996, 27078.00, 0
3997, 27078.00, 0
3998, 27078.00, 0
3999, 27078.00, 0
4000, 27078.00, 0
4001, 27078.00, 0
4002, 27078.00, 0
4003, 27078.00, 0
4004, 27078.00, 0
4005, 27078.00, 0
4006, 27078.00, 0
4007, 27078.00, 0
4008, 27078.00, 0
4009, 27078.00, 1
4010, 27078.00, 0
4011, 27078.00, 0
4012, 27078.00, 0
4013, 27078.00, 0
4014, 27078.00, 0
4015, 27078.00, 0
4016, 27078.00, 0
4017, 27078.00, 1
4018, 27078.00, 0
4019, 27078.00, 0
4020, 27078.00, 0
4021, 27078.00, 0
4022, 27078.00, 0
4023, 27078.00, 0
4024, 27078.00, 0
4025, 27078.00, 0
4026, 27078.00, 0
4027, 27078.00, 0
4028, 27078.00, 0
4029, 27078.00, 0
4030, 27078.00, 0
4031, 27078.00, 0
4032, 27078.00, 0
4033, 27078.00, 0
4034, 27078.00, 0
4035, 27078.00, 0
4036, 27078.00, 0
4037, 27078.00, 0
4038, 27078.00, 0
4039, 27078.00, 0
4040, 27078.00, 0
4041, 27078.00, 0
4042, 27078.00, 0
4043, 27078.00, 0
4044, 27078.00, 0
4045, 27078.00, 0
4046, 27078.00, 0
4047, 27078.00, 0
4048, 27078.00, 0
4049, 27078.00, 0
4050, 27078.00, 0
4051, 27078.00, 0
4052, 27078.00, 0
4053, 27078.00, 0
4054, 27078.00, 0
4055, 27078.00, 1
4056, 27078.00, 0
4057, 27078.00, 0
4058, 27078.00, 0
4059, 27078.00, 0
4060, 27078.00, 0
4061, 27078.00, 0
4062, 27078.00, 0
4063, 27078.00, 0
4064, 27078.00, 0
4065, 27078.00, 0
4066, 27078.00, 0
4067, 27078.00, 0
4068, 27078.00, 0
4069, 27078.00, 0
4070, 27078.00, 0
4071, 27078.00, 0
4072, 27078.00, 0
4073, 27078.00, 0
4074, 27078.00, 1
4075, 27078.00, 0
4076, 27078.00, 0
4077, 27078.00, 0
4078, 27078.00, 0
4079, 27078.00, 0
4080, 27078.00, 0
4081, 27078.00, 0
4082, 27078.00, 0
4083, 27078.00, 0
4084, 27078.00, 0
4085, 27078.00, 0
4086, 27078.00, 0
4087, 27078.00, 0
4088, 27078.00, 0
4089, 27078.00, 1
4090, 27078.00, 0
4091, 27078.00, 0
4092, 27078.00, 0
4093, 27078.00, 0
4094, 27078.00, 0
4095, 27078.00, 0
4096, 27078.00, 0
4097, 27078.00, 0
4098, 27078.00, 0
4099, 27078.00, 0
4100, 27078.00, 0
4101, 27078.00, 0
4102, 27078.00, 0
4103, 27078.00, 0
4104, 27078.00, 0
4105, 27078.00, 0
4106, 27078.00, 0
4107, 27078.00, 0
4108, 27078.00, 1
4109, 27078.00, 0
4110, 27078.00, 0
4111, 27078.00, 0
4112, 27078.00, 0
4113, 27078.00, 0
4114, 27078.00, 0
4115, 27078.00, 0
4116, 27078.00, 0
4117, 27078.00, 0
4118, 27078.00, 0
4119, 27078.00, 0
4120, 27078.00, 0
4121, 27078.00, 0
4122, 27078.00, 0
4123, 27078.00, 0
4124, 27078.00, 0
4125, 27078.00, 0
4126, 27078.00, 0
4127, 27078.00, 0
4128, 27078.00, 0
4129, 27078.00, 0
4130, 27078.00, 0
4131, 27078.00, 0
4132, 27078.00, 0
4133, 27078.00, 0
4134, 27078.00, 0
4135, 27078.00, 0
4136, 27078.00, 0
4137, 27078.00, 0
4138, 27078.00, 0
4139, 27078.00, 2
4140, 27078.00, 0
4141, 27078.00, 0
4142, 27078.00, 0
4143, 27078.00, 0
4144, 27078.00, 0
4145, 27078.00, 0
4146, 27078.00, 0
4147, 27078.00, 0
4148, 27078.00, 0
4149, 27078.00, 0
4150, 27078.00, 0
4151, 27078.00, 0
4152, 27078.00, 0
4153, 27078.00, 0
4154, 27078.00, 0
4155, 27078.00, 0
4156, 27078.00, 0
4157, 27078.00, 0
4158, 27078.00, 0
4159, 27078.00, 0
4160, 27078.00, 0
4161, 27078.00, 0
4162, 27078.00, 0
4163, 27078.00, 0
4164, 27078.00, 0
4165, 27078.00, 0
4166, 27078.00, 0
4167, 27078.00, 0
4168, 27078.00, 0
4169, 27078.00, 0
4170, 27078.00, 0
4171, 27078.00, 0
4172, 27078.00, 0
4173, 27078.00, 0
4174, 27078.00, 0
4175, 27078.00, 0
4176, 27078.00, 0
4177, 27078.00, 1
4178, 27078.00, 0
4179, 27078.00, 0
4180, 27078.00, 0
4181, 27078.00, 0
4182, 27078.00, 0
4183, 27078.00, 0
4184, 27078.00, 0
4185, 27078.00, 0
4186, 27078.00, 0
4187, 27078.00, 0
4188, 27078.00, 0
4189, 27078.00, 0
4190, 27078.00, 0
4191, 27078.00, 0
4192, 27078.00, 0
4193, 27078.00, 0
4194, 27078.00, 0
4195, 27078.00, 0
4196, 27078.00, 0
4197, 27078.00, 0
4198, 27078.00, 0
4199, 27078.00, 0
4200, 27078.00, 0
4201, 27078.00, 0
4202, 27078.00, 0
4203, 27078.00, 1
4204, 27078.00, 0
4205, 27078.00, 0
4206, 27078.00, 0
4207, 27078.00, 0
4208, 27078.00, 0
4209, 27078.00, 0
4210, 27078.00, 0
4211, 27078.00, 0
4212, 27078.00, 0
4213, 27078.00, 0
4214, 27078.00, 0
4215, 27078.00, 1
4216, 27078.00, 0
4217, 27078.00, 0
4218, 27078.00, 0
4219, 27078.00, 0
4220, 27078.00, 0
4221, 27078.00, 0
4222, 27078.00, 0
4223, 27078.00, 0
4224, 27078.00, 0
4225, 27078.00, 0
4226, 27078.00, 0
4227, 27078.00, 0
4228, 27078.00, 0
4229, 27078.00, 0
4230, 27078.00, 0
4231, 27078.00, 0
4232, 27078.00, 0
4233, 27078.00, 0
4234, 27078.00, 0
4235, 27078.00, 0
4236, 27078.00, 0
4237, 27078.00, 0
4238, 27078.00, 0
4239, 27078.00, 0
4240, 27078.00, 0
4241, 27078.00, 0
4242, 27078.00, 0
4243, 27078.00, 0
4244, 27078.00, 0
4245, 27078.00, 0
4246, 27078.00, 0
4247, 27078.00, 0
4248, 27078.00, 0
4249, 27078.00, 0
4250, 27078.00, 0
4251, 27078.00, 0
4252, 27078.00, 0
4253, 27078.00, 0
4254, 27078.00, 0
4255, 27078.00, 0
4256, 27078.00, 0
4257, 27078.00, 0
4258, 27078.00, 0
4259, 27078.00, 0
4260, 27078.00, 0
4261, 27078.00, 1
4262, 27078.00, 0
4263, 27078.00, 0
4264, 27078.00, 0
4265, 27078.00, 0
4266, 27078.00, 0
4267, 27078.00, 0
4268, 27078.00, 0
4269, 27078.00, 0
4270, 27078.00, 0
4271, 27078.00, 0
4272, 27078.00, 0
4273, 27078.00, 0
4274, 27078.00, 0
4275, 27078.00, 0
4276, 27078.00, 0
4277, 27078.00, 0
4278, 27078.00, 0
4279, 27078.00, 0
4280, 27078.00, 1
4281, 27078.00, 0
4282, 27078.00, 0
4283, 27078.00, 0
4284, 27078.00, 0
4285, 27078.00, 0
4286, 27078.00, 0
4287, 27078.00, 0
4288, 27078.00, 0
4289, 27078.00, 0
4290, 27078.00, 0
4291, 27078.00, 0
4292, 27078.00, 0
4293, 27078.00, 0
4294, 27078.00, 0
4295, 27078.00, 0
4296, 27078.00, 0
4297, 27078.00, 0
4298, 27078.00, 0
4299, 27078.00, 0
4300, 27078.00, 0
4301, 27078.00, 0
4302, 27078.00, 0
4303, 27078.00, 0
4304, 27078.00, 0
4305, 27078.00, 0
4306, 27078.00, 0
4307, 27078.00, 0
4308, 27078.00, 0
4309, 27078.00, 0
4310, 27078.00, 0
4311, 27078.00, 0
4312, 27078.00, 0
4313, 27078.00, 0
4314, 27078.00, 0
4315, 27078.00, 0
4316, 27078.00, 0
4317, 27078.00, 0
4318, 27078.00, 0
4319, 27078.00, 0
4320, 27078.00, 0
4321, 27078.00, 0
4322, 27078.00, 0
4323, 27078.00, 0
4324, 27078.00, 0
4325, 27078.00, 0
4326, 27078.00, 1
4327, 27078.00, 0
4328, 27078.00, 0
4329, 27078.00, 0
4330, 27078.00, 0
4331, 27078.00, 0
4332, 27078.00, 0
4333, 27078.00, 0
4334, 27078.00, 0
4335, 27078.00, 0
4336, 27078.00, 0
4337, 27078.00, 0
4338, 27078.00, 0
4339, 27078.00, 0
4340, 27078.00, 0
4341, 27078.00, 0
4342, 27078.00, 0
4343, 27078.00, 0
4344, 27078.00, 0
4345, 27078.00, 1
4346, 27078.00, 0
4347, 27078.00, 0
4348, 27078.00, 0
4349, 27078.00, 0
4350, 27078.00, 0
4351, 27078.00, 0
4352, 27078.00, 0
4353, 27078.00, 0
4354, 27078.00, 0
4355, 27078.00, 0
4356, 27078.00, 0
4357, 27078.00, 0
4358, 27078.00, 0
4359, 27078.00, 0
4360, 27078.00, 0
4361, 27078.00, 0
4362, 27078.00, 0
4363, 27078.00, 0
4364, 27078.00, 0
4365, 27078.00, 0
4366, 27078.00, 0
4367, 27078.00, 0
4368, 27078.00, 0
4369, 27078.00, 0
4370, 27078.00, 0
4371, 27078.00, 0
4372, 27078.00, 0
4373, 27078.00, 0
4374, 27078.00, 0
4375, 27078.00, 0
4376, 27078.00, 0
4377, 27078.00, 0
4378, 27078.00, 0
4379, 27078.00, 0
4380, 27078.00, 0
4381, 27078.00, 0
4382, 27078.00, 0
4383, 27078.00, 0
4384, 27078.00, 0
4385, 27078.00, 0
4386, 27078.00, 0
4387, 27078.00, 0
4388, 27078.00, 0
4389, 27078.00, 0
4390, 27078.00, 0
4391, 27078.00, 0
4392, 27078.00, 0
4393, 27078.00, 0
4394, 27078.00, 1
4395, 27078.00, 0
4396, 27078.00, 0
4397, 27078.00, 0
4398, 27078.00, 0
4399, 27078.00, 0
4400, 27078.00, 0
4401, 27078.00, 1
4402, 27078.00, 0
4403, 27078.00, 0
4404, 27078.00, 0
4405, 27078.00, 0
4406, 27078.00, 0
4407, 27078.00, 0
4408, 27078.00, 0
4409, 27078.00, 0
4410, 27078.00, 0
4411, 27078.00, 0
4412, 27078.00, 0
4413, 27078.00, 2
4414, 27078.00, 0
4415, 27078.00, 0
4416, 27078.00, 0
4417, 27045.00, 0
4418, 27045.00, 0
4419, 27045.00, 0
4420, 27045.00, 0
4421, 27045.00, 0
4422, 26976.00, 0
4423, 26976.00, 0
4424, 26976.00, 0
4425, 26976.00, 0
4426, 26976.00, 0
4427, 26976.00, 0
4428, 26976.00, 0
4429, 26976.00, 0
4430, 26976.00, 0
4431, 26976.00, 0
4432, 26976.00, 0
4433, 26976.00, 0
4434, 26976.00, 0
4435, 26976.00, 0
4436, 26976.00, 0
4437, 26976.00, 0
4438, 26976.00, 0
4439, 26976.00, 0
4440, 26976.00, 0
4441, 26976.00, 0
4442, 26976.00, 0
4443, 26976.00, 0
4444, 26976.00, 0
4445, 26976.00, 0
4446, 26976.00, 0
4447, 26976.00, 0
4448, 26976.00, 0
4449, 26976.00, 0
4450, 26976.00, 0
4451, 26976.00, 0
4452, 26976.00, 0
4453, 26976.00, 0
4454, 26976.00, 0
4455, 26976.00, 0
4456, 26976.00, 0
4457, 26976.00, 0
4458, 26976.00, 0
